Empresa,Ciudad,Informacion,Email,Sitio,Direccion,Telefono,Telefono2
Julieth Ortega,Julieth Ortega, ,JO,"Acabados y estucos granuplas
                     ","Tuluá
                                            ","Materiales para la construcción
                                            ","granuplas@hotmail.com  
                         "
Julieth Ortega,Julieth Ortega,  ,JO,"Acabados y yesos ltda.
                            ","Bogotá
                                            ","Cielo rasos, Drywall
                                            ","acabadosyyesos@hotmail.com  
                    "
Julieth Ortega,Julieth Ortega,  ,JO,"Academia class enterprise
                         ","Bogotá
                                            ","Telecomunicaciones empresariales / internet - capacitación
                                            ","classenterprise@etb.net.co  
                    "
Julieth Ortega,Julieth Ortega, mod,JO,Academia de corte y confección patricia y sala de mod,"Sogamoso
                                            ","Uniformes
                                            ","academiapatriciasog@hotmail.com  
               "
Julieth Ortega,Julieth Ortega,    ,JO,"Academia profesional en seguridad ltda.
             ","Medellín
                                            ","Alarmas
                                            ","academia@segurcol.com  
                         "
Julieth Ortega,Julieth Ortega,  ,JO,"Acanthus ltda.
                                    ","Bogotá
                                            ","Fachadas
                                            ","acanthus@etb.net.co  
                           "
Julieth Ortega,Julieth Ortega,  ,JO,"Acapulco arte galería ltda.
                       ","Bogotá
                                            ","Marquetería
                                            ","hjoselopezb@hotmail.com  
                       "
Julieth Ortega,Julieth Ortega,    ,JO,"Acapulco comunicaciones ltda.
                       ","Medellín
                                            ","Monitoreo satelital
                                            ","gerencia@acapulcocomunicaciones.com  
           "
Julieth Ortega,Julieth Ortega,     ,JO,"Acasa - siderúrgica de caldas s.a.s.
                 ","Manizales
                                            ","Materiales para la construcción
                                            ","acasa@acasa.com.co  
                            "
Julieth Ortega,Julieth Ortega,  ,JO,"Accecomputo & software ltda.
                      ","Bogotá
                                            ","Mantenimiento de equipos de cómputo y periféricos
                                            ","accecomputo@etb.net.co  
                        "
Julieth Ortega,Julieth Ortega,    ,JO,"Accell e.u.
                                         ","Medellín
                                            ","Telecomunicaciones
                                            ","accell@une.net.co  
                             "
